"","Run","Age","Assay.Type","AssemblyName","AvgSpotLen","Bases","Biomaterial_provider","BioProject","BioSample","BioSampleModel","Bytes","Cell_Line","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","disease","disease_stage","Ethnicity","Experiment","Instrument","isolate","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sample_type","sex","SRA.Study","tissue"
"601","SRR8615668",60,"RNA-Seq","GCA_000001405.13",202,18091727212,"DSMZ:HUP-T4","PRJNA523380","SAMN10988380","Human",9037077319,"HUP-T4","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414732","Illumina HiSeq 2500","cell line","RNASeq-HUPT4_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HUPT4_PANCREAS","cell culture","male","SRP186687","pancreas"
"602","SRR8615669",66,"RNA-Seq","GCA_000001405.13",202,18921757938,"DSMZ:HUP-T3","PRJNA523380","SAMN10987811","Human",9329937981,"HUP-T3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414731","Illumina HiSeq 2500","cell line","RNASeq-HUPT3_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HUPT3_PANCREAS","cell culture","male","SRP186687","pancreas"
"603","SRR8615670",45,"RNA-Seq","GCA_000001405.13",202,17325178824,"ECACC:PE/CA-PJ15","PRJNA523380","SAMN10988005","Human",9411168500,"PE/CA-PJ15","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414730","Illumina HiSeq 2500","cell line","RNASeq-PECAPJ15_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PECAPJ15_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"604","SRR8615671",80,"RNA-Seq","GCA_000001405.13",202,30942671484,"ATCC:SW 780","PRJNA523380","SAMN10988174","Human",14849400248,"SW 780","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414729","Illumina HiSeq 2500","cell line","RNASeq-SW780_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW780_URINARY_TRACT","cell culture","female","SRP186687","urinary_tract"
"605","SRR8615672",NA,"RNA-Seq","GCA_000001405.13",202,11476392246,"RIKEN:TGBC11TKB","PRJNA523380","SAMN10987739","Human",5442454378,"TGBC11TKB","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414728","Illumina HiSeq 2500","cell line","RNASeq-TGBC11TKB_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","TGBC11TKB_STOMACH","cell culture","female","SRP186687","stomach"
"606","SRR8615674",54,"RNA-Seq","GCA_000001405.13",202,17470110592,"ATCC:SHP-77","PRJNA523380","SAMN10988529","Human",8807090367,"SHP-77","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (small_cell_carcinoma)","primary","Caucasian","SRX5414726","Illumina HiSeq 2500","cell line","RNASeq-SHP77_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SHP77_LUNG","cell culture","male","SRP186687","lung"
"607","SRR8615675",1.6666,"RNA-Seq","GCA_000001405.13",202,20457106610,"DSMZ:SIMA","PRJNA523380","SAMN10988579","Human",10972783766,"SIMA","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","primary","Caucasian","SRX5414725","Illumina HiSeq 2500","cell line","RNASeq-SIMA_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SIMA_AUTONOMIC_GANGLIA","cell culture","male","SRP186687","autonomic_ganglia"
"608","SRR8615676",NA,"RNA-Seq","GCA_000001405.13",202,19217495634,NA,"PRJNA523380","SAMN10989623","Human",10257032643,"SIHA","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414724","Illumina HiSeq 2500","cell line","RNASeq-SIHA_CERVIX","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SIHA_CERVIX","cell culture",NA,"SRP186687","cervix"
"609","SRR8615677",43,"RNA-Seq","GCA_000001405.13",202,20512487738,"NIBRI","PRJNA523380","SAMN10987910","Human",11046885181,"SK-BR-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414723","Illumina HiSeq 2500","cell line","RNASeq-SKBR3_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKBR3_BREAST","cell culture","female","SRP186687","breast"
"610","SRR8615678",19,"RNA-Seq","GCA_000001405.13",202,16014711500,"ATCC:SJSA-1","PRJNA523380","SAMN10987778","Human",7998418454,"SJSA-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","osteosarcoma","primary","African_american","SRX5414722","Illumina HiSeq 2500","cell line","RNASeq-SJSA1_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SJSA1_BONE","cell culture","male","SRP186687","bone"
"611","SRR8615679",18,"RNA-Seq","GCA_000001405.13",202,21552245368,"NIBRI","PRJNA523380","SAMN10987953","Human",11566701719,"SK-ES-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","primary","Caucasian","SRX5414721","Illumina HiSeq 2500","cell line","RNASeq-SKES1_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKES1_BONE","cell culture","male","SRP186687","bone"
"612","SRR8615680",65,"RNA-Seq","GCA_000001405.13",202,16321026724,"ATCC:SK-CO-1","PRJNA523380","SAMN10988030","Human",8180488765,"SK-CO-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414720","Illumina HiSeq 2500","cell line","RNASeq-SKCO1_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKCO1_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
"613","SRR8615681",43,"RNA-Seq","GCA_000001405.13",202,15755103322,"NIBRI","PRJNA523380","SAMN10988181","Human",7912199968,"SK-LMS-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","sarcoma","primary","Caucasian","SRX5414719","Illumina HiSeq 2500","cell line","RNASeq-SKLMS1_SOFT_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKLMS1_SOFT_TISSUE","cell culture","female","SRP186687","soft_tissue"
"614","SRR8615682",52,"RNA-Seq","GCA_000001405.13",202,16952460948,"ATCC:SK-HEP-1","PRJNA523380","SAMN10988022","Human",8529805672,"SK-HEP-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414718","Illumina HiSeq 2500","cell line","RNASeq-SKHEP1_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKHEP1_LIVER","cell culture","male","SRP186687","liver"
"615","SRR8615683",20,"RNA-Seq","GCA_000001405.13",202,12330773668,"DSMZ:L-540","PRJNA523380","SAMN10988507","Human",5847748931,"L-540","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (Hodgkin_lymphoma)","metastasis","Caucasian","SRX5414717","Illumina HiSeq 2500","cell line","RNASeq-L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"616","SRR8615684",29,"RNA-Seq","GCA_000001405.13",202,17926765326,"DSMZ:LAMA-84","PRJNA523380","SAMN10988484","Human",9528856843,"LAMA-84","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)","primary","Caucasian","SRX5414716","Illumina HiSeq 2500","cell line","RNASeq-LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"617","SRR8615685",56,"RNA-Seq","GCA_000001405.13",202,22443572388,"NIBRI","PRJNA523380","SAMN10987682","Human",11856835365,"PANC-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","primary","Caucasian","SRX5414715","Illumina HiSeq 2500","cell line","RNASeq-PANC1_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PANC1_PANCREAS","cell culture","male","SRP186687","pancreas"
"618","SRR8615686",26,"RNA-Seq","GCA_000001405.13",202,21681289836,"DSMZ:MUTZ-5","PRJNA523380","SAMN10988511","Human",11491986570,"MUTZ-5","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)","primary","Caucasian","SRX5414714","Illumina HiSeq 2500","cell line","RNASeq-MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"619","SRR8615687",10,"RNA-Seq","GCA_000001405.13",202,19848675742,"ATCC:MV-4-11","PRJNA523380","SAMN10988366","Human",9933597749,"MV-4-11","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)","primary","Caucasian","SRX5414713","Illumina HiSeq 2500","cell line","RNASeq-MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"620","SRR8615688",NA,"RNA-Seq","GCA_000001405.13",202,29696917688,NA,"PRJNA523380","SAMN10988042","Human",14925153299,"U-118 MG","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma)","primary","Caucasian","SRX5414712","Illumina HiSeq 2500","cell line","RNASeq-U118MG_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","U118MG_CENTRAL_NERVOUS_SYSTEM","cell culture",NA,"SRP186687","central_nervous_system"
"621","SRR8615689",NA,"RNA-Seq","GCA_000001405.13",202,15971054452,NA,"PRJNA523380","SAMN10988405","Human",8520638128,"U-178","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",NA,"Caucasian","SRX5414711","Illumina HiSeq 2500","cell line","RNASeq-U178_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","U178_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"622","SRR8615690",NA,"RNA-Seq","GCA_000001405.13",202,15676185154,"GNF","PRJNA523380","SAMN10988290","Human",7868884900,"U-251 MG","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma)","primary","Caucasian","SRX5414710","Illumina HiSeq 2500","cell line","RNASeq-U251MG_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","U251MG_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"623","SRR8615691",44,"RNA-Seq","GCA_000001405.13",202,19619480482,"DSMZ:PA-TU-8902","PRJNA523380","SAMN10987803","Human",9837669305,"PA-TU-8902","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","primary","Caucasian","SRX5414709","Illumina HiSeq 2500","cell line","RNASeq-PATU8902_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PATU8902_PANCREAS","cell culture","female","SRP186687","pancreas"
"624","SRR8615692",15,"RNA-Seq","GCA_000001405.13",202,15528940486,"ATCC:U-2 OS","PRJNA523380","SAMN10987914","Human",7816277728,"U-2 OS","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","osteosarcoma","primary","Caucasian","SRX5414708","Illumina HiSeq 2500","cell line","RNASeq-U2OS_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","U2OS_BONE","cell culture","female","SRP186687","bone"
"625","SRR8615693",NA,"RNA-Seq","GCA_000001405.13",202,16226883816,NA,"PRJNA523380","SAMN10988401","Human",8695057390,"U343","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_III)",NA,"Caucasian","SRX5414707","Illumina HiSeq 2500","cell line","RNASeq-U343_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","U343_CENTRAL_NERVOUS_SYSTEM","cell culture",NA,"SRP186687","central_nervous_system"
"626","SRR8615694",19,"RNA-Seq","GCA_000001405.13",202,23189061266,"PT-6ZZI","PRJNA523380","SAMN10989586","Human",12231679261,"MOLT-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)",NA,"Caucasian","SRX5414706","Illumina HiSeq 2500","cell line","RNASeq-MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"627","SRR8615695",64,"RNA-Seq","GCA_000001405.13",202,15835403978,"DSMZ:MONO-MAC-1","PRJNA523380","SAMN10988495","Human",8432321741,"MONO-MAC-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)","primary","Caucasian","SRX5414705","Illumina HiSeq 2500","cell line","RNASeq-MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"628","SRR8615696",64,"RNA-Seq","GCA_000001405.13",202,19718415840,"DSMZ:MONO-MAC-6","PRJNA523380","SAMN10988430","Human",10495952745,"MONO-MAC-6","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)","primary","Caucasian","SRX5414704","Illumina HiSeq 2500","cell line","RNASeq-MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"629","SRR8615697",NA,"RNA-Seq","GCA_000001405.13",202,10280274092,NA,"PRJNA523380","SAMN10989608","Human",4665809071,"MON","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414703","Illumina HiSeq 2500","cell line","RNASeq-MON_SOFT_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MON_SOFT_TISSUE","cell culture",NA,"SRP186687","soft_tissue"
"630","SRR8615698",NA,"RNA-Seq","GCA_000001405.13",202,15757422080,"ECACC:MOR/CPR","PRJNA523380","SAMN10987872","Human",7916229548,"MOR/CPR","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414702","Illumina HiSeq 2500","cell line","RNASeq-MORCPR_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MORCPR_LUNG","cell culture",NA,"SRP186687","lung"
"631","SRR8615699",67,"RNA-Seq","GCA_000001405.13",202,23625463278,"GNF","PRJNA523380","SAMN10988144","Human",12423348728,"MPP 89","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","metastasis","Caucasian","SRX5414701","Illumina HiSeq 2500","cell line","RNASeq-MPP89_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MPP89_PLEURA","cell culture","male","SRP186687","pleura"
"632","SRR8615700",62,"RNA-Seq","GCA_000001405.13",202,13242389972,"ATCC:MSTO-211H","PRJNA523380","SAMN10987652","Human",6518486823,"MSTO-211H","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","metastasis","Caucasian","SRX5414700","Illumina HiSeq 2500","cell line","RNASeq-MSTO211H_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MSTO211H_PLEURA","cell culture","male","SRP186687","pleura"
"633","SRR8615701",29,"RNA-Seq","GCA_000001405.13",202,10862899460,"DSMZ:MUTZ-3","PRJNA523380","SAMN10989596","Human",5698635897,"MUTZ-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)","primary","Caucasian","SRX5414699","Illumina HiSeq 2500","cell line","RNASeq-MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"634","SRR8615702",55,"RNA-Seq","GCA_000001405.13",202,15970205244,"HSSRB","PRJNA523380","SAMN10987822","Human",8520433271,"KNS-60","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)","primary","Asian","SRX5414698","Illumina HiSeq 2500","cell line","RNASeq-KNS60_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KNS60_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"635","SRR8615703",16,"RNA-Seq","GCA_000001405.13",202,14533266124,"HSSRB","PRJNA523380","SAMN10987931","Human",6835661904,"KNS-42","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma","primary","Asian","SRX5414697","Illumina HiSeq 2500","cell line","RNASeq-KNS42_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KNS42_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"636","SRR8615705",77,"RNA-Seq","GCA_000001405.13",202,16702797028,"DSMZ:KARPAS-620","PRJNA523380","SAMN10989552","Human",8334552477,"KARPAS-620","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","primary","Caucasian","SRX5414695","Illumina HiSeq 2500","cell line","RNASeq-KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"637","SRR8615706",0.25,"RNA-Seq","GCA_000001405.13",202,13825453074,"DSMZ:KOPN-8","PRJNA523380","SAMN10988515","Human",6532935022,"KOPN-8","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)","primary","Asian","SRX5414694","Illumina HiSeq 2500","cell line","RNASeq-KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"638","SRR8615707",46,"RNA-Seq","GCA_000001405.13",202,16859141594,"HSSRB","PRJNA523380","SAMN10987820","Human",7787846365,"KO52","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M2)","primary","Asian","SRX5414693","Illumina HiSeq 2500","cell line","RNASeq-KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"639","SRR8615708",65,"RNA-Seq","GCA_000001405.13",202,17979834160,"HSSRB","PRJNA523380","SAMN10987823","Human",9505830653,"KNS-81","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)","primary","Asian","SRX5414692","Illumina HiSeq 2500","cell line","RNASeq-KNS81_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KNS81_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"640","SRR8615709",49,"RNA-Seq","GCA_000001405.13",202,13190926432,"ATCC:KNS-62","PRJNA523380","SAMN10987892","Human",6756302559,"KNS-62","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","metastasis","Asian","SRX5414691","Illumina HiSeq 2500","cell line","RNASeq-KNS62_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KNS62_LUNG","cell culture","male","SRP186687","lung"
"641","SRR8615710",63,"RNA-Seq","GCA_000001405.13",202,12366601600,"DSMZ:JVM-2","PRJNA523380","SAMN10988575","Human",5847506311,"JVM-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)","primary","Caucasian","SRX5414690","Illumina HiSeq 2500","cell line","RNASeq-JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"642","SRR8615711",73,"RNA-Seq","GCA_000001405.13",202,14869463006,"DSMZ:JVM-3","PRJNA523380","SAMN10988549","Human",7018341730,"JVM-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)","primary","Caucasian","SRX5414689","Illumina HiSeq 2500","cell line","RNASeq-JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"643","SRR8615712",14,"RNA-Seq","GCA_000001405.13",202,13907032794,"DSMZ:JURKAT","PRJNA523380","SAMN10988565","Human",6611183216,"JURKAT","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)","primary","Caucasian","SRX5414688","Illumina HiSeq 2500","cell line","RNASeq-JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
