"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001188100","EGAN00001188100.sample.xml","EGAN00001188100.sample.xml","EGAD00001000725","587472","GENENTECH","ERS395541","EGA","MDA-MB-330","Breast","""Effusion, Pleural""","Breast","Carcinoma","43","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-330",NA
"EGAN00001188101","EGAN00001188101.sample.xml","EGAN00001188101.sample.xml","EGAD00001000725","635990","GENENTECH","ERS395542","EGA","MDA-MB-361","Breast",NA,"Breast","Adenocarcinoma",NA,NA,NA,NA,"""Leibovitz's L-15 Medium, 20% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-361",NA
"EGAN00001188102","EGAN00001188102.sample.xml","EGAN00001188102.sample.xml","EGAD00001000725","587473","GENENTECH","ERS395543","EGA","MDA-MB-415","Breast",NA,"Breast","Adenocarcinoma","38","Years","Female",NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-415",NA
"EGAN00001188103","EGAN00001188103.sample.xml","EGAN00001188103.sample.xml","EGAD00001000725","587739","GENENTECH","ERS395544","EGA","MDA-MB-435","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-435",NA
"EGAN00001188104","EGAN00001188104.sample.xml","EGAN00001188104.sample.xml","EGAD00001000725","587474","GENENTECH","ERS395545","EGA","MDA-MB-436","Breast","""Effusion, Pleural""","Breast","Adenocarcinoma","43","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-436",NA
"EGAN00001188105","EGAN00001188105.sample.xml","EGAN00001188105.sample.xml","EGAD00001000725","587475","GENENTECH","ERS395546","EGA","MDA-MB-453","Breast","""Effusion, Pericardial""","Breast","Carcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-453",NA
"EGAN00001188106","EGAN00001188106.sample.xml","EGAN00001188106.sample.xml","EGAD00001000725","635991","GENENTECH","ERS395547","EGA","MDA-MB-468","Breast",NA,"Breast","Adenocarcinoma","51","Years","Female","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDA-MB-468",NA
"EGAN00001188107","EGAN00001188107.sample.xml","EGAN00001188107.sample.xml","EGAD00001000725","587507","GENENTECH","ERS395548","EGA","MDST8","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MDST8",NA
"EGAN00001188108","EGAN00001188108.sample.xml","EGAN00001188108.sample.xml","EGAD00001000725","587415","GENENTECH","ERS395549","EGA","ME-1","Lymphoid",NA,"Bone Marrow","Leukemia Acute Myelogenic","40","Years","Male","Japanese","""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","ME-1",NA
"EGAN00001188109","EGAN00001188109.sample.xml","EGAN00001188109.sample.xml","EGAD00001000725","636124","GENENTECH","ERS395550","EGA","ME-180","Cervix",NA,"Cervix","Carcinoma","66","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","ME-180",NA
"EGAN00001188110","EGAN00001188110.sample.xml","EGAN00001188110.sample.xml","EGAD00001000725","586996","GENENTECH","ERS395551","EGA","MEL-HO","Skin",NA,"Skin","Melanoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MEL-HO",NA
"EGAN00001188111","EGAN00001188111.sample.xml","EGAN00001188111.sample.xml","EGAD00001000725","636090","GENENTECH","ERS395552","EGA","MeWo","Skin",NA,"Skin","Melanoma","78","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Mewo",NA
"EGAN00001188112","EGAN00001188112.sample.xml","EGAN00001188112.sample.xml","EGAD00001000725","587477","GENENTECH","ERS395553","EGA","MFM-223","Breast","""Effusion, Pleural""","Breast","Adenocarcinoma Ductal",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MFM-223",NA
"EGAN00001188113","EGAN00001188113.sample.xml","EGAN00001188113.sample.xml","EGAD00001000725","636016","GENENTECH","ERS395554","EGA","MG-63","Sarcomatiod",NA,"Bone","Osteosarcoma","14","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MG-63",NA
"EGAN00001188114","EGAN00001188114.sample.xml","EGAN00001188114.sample.xml","EGAD00001000725","636118","GENENTECH","ERS395555","EGA","MHH-ES-1","Sarcomatiod",NA,"Bone","Sarcoma Ewings","12","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","MHH-ES-1",NA
"EGAN00001188115","EGAN00001188115.sample.xml","EGAN00001188115.sample.xml","EGAD00001000725","636874","GENENTECH","ERS395556","EGA","MHH-NB-11","Brain",NA,"Brain","Neuroblastoma","4","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MHH-NB-11",NA
"EGAN00001188116","EGAN00001188116.sample.xml","EGAN00001188116.sample.xml","EGAD00001000725","587622","GENENTECH","ERS395557","EGA","MHH-PREB-1","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","6","Years","Male","Caucasian","""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MHH-PREB-1",NA
"EGAN00001188117","EGAN00001188117.sample.xml","EGAN00001188117.sample.xml","EGAD00001000725","587700","GENENTECH","ERS395558","EGA","MIA Paca-2","Pancreas",NA,"Pancreas","Carcinoma","65","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","MIA-PaCa-2",NA
"EGAN00001188118","EGAN00001188118.sample.xml","EGAN00001188118.sample.xml","EGAD00001000725","587019","GENENTECH","ERS395559","EGA","MKN-1","Stomach",NA,"Stomach","Carcinoma Adenosquamous","72","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MKN1",NA
"EGAN00001188119","EGAN00001188119.sample.xml","EGAN00001188119.sample.xml","EGAD00001000725","587521","GENENTECH","ERS395560","EGA","MKN-45","Stomach",NA,"Stomach","Adenocarcinoma","62","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MKN45",NA
"EGAN00001188120","EGAN00001188120.sample.xml","EGAN00001188120.sample.xml","EGAD00001000725","639160","GENENTECH","ERS395561","EGA","MKN-7","Stomach",NA,"Stomach","Adenocarcinoma Tubular","39","Years","Male",NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MKN7",NA
"EGAN00001188121","EGAN00001188121.sample.xml","EGAN00001188121.sample.xml","EGAD00001000725","587020","GENENTECH","ERS395562","EGA","MKN-74","Stomach",NA,"Stomach","Adenocarcinoma","37","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MKN74",NA
"EGAN00001188122","EGAN00001188122.sample.xml","EGAN00001188122.sample.xml","EGAD00001000725","636119","GENENTECH","ERS395563","EGA","ML-2","Lymphoid",NA,"Bone Marrow","Leukemia Acute Myelogenic","26","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","ML-2",NA
"EGAN00001188123","EGAN00001188123.sample.xml","EGAN00001188123.sample.xml","EGAD00001000725","635613","GENENTECH","ERS395564","EGA","MM.1S","Lymphoid",NA,"Blood","Multiple Myeloma","42","Years","Female","African","#N/A","#N/A","ERC000026","MM1-S",NA
"EGAN00001188124","EGAN00001188124.sample.xml","EGAN00001188124.sample.xml","EGAD00001000725","587418","GENENTECH","ERS395565","EGA","MOLM-16","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,"Female","Japanese","""RPMI-1640 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MOLM-16",NA
"EGAN00001188125","EGAN00001188125.sample.xml","EGAN00001188125.sample.xml","EGAD00001000725","636115","GENENTECH","ERS395566","EGA","MOLP-2","Lymphoid",NA,"Blood","Multiple Myeloma","55","Years","Male",NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MOLP-2",NA
"EGAN00001188126","EGAN00001188126.sample.xml","EGAN00001188126.sample.xml","EGAD00001000725","635614","GENENTECH","ERS395567","EGA","MOLP-8","Lymphoid",NA,"Blood","Multiple Myeloma","52","Years","Male","Japanese","""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MOLP-8",NA
"EGAN00001188127","EGAN00001188127.sample.xml","EGAN00001188127.sample.xml","EGAD00001000725","636826","GENENTECH","ERS395568","EGA","MOR","Lung",NA,"Lung","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MOR",NA
"EGAN00001188128","EGAN00001188128.sample.xml","EGAN00001188128.sample.xml","EGAD00001000725","636191","GENENTECH","ERS395569","EGA","MS751","Cervix",NA,"Cervix","Carcinoma","47","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MS751",NA
"EGAN00001188129","EGAN00001188129.sample.xml","EGAN00001188129.sample.xml","EGAD00001000725","636801","GENENTECH","ERS395570","EGA","MT-3","Breast",NA,"Breast","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MT3",NA
"EGAN00001188130","EGAN00001188130.sample.xml","EGAN00001188130.sample.xml","EGAD00001000725","587419","GENENTECH","ERS395571","EGA","MV-4-11","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic","10","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MV-4-11",NA
"EGAN00001188131","EGAN00001188131.sample.xml","EGAN00001188131.sample.xml","EGAD00001000725","635992","GENENTECH","ERS395572","EGA","MX-1","Breast",NA,"Breast","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","MX-1",NA
"EGAN00001188132","EGAN00001188132.sample.xml","EGAN00001188132.sample.xml","EGAD00001000725","636187","GENENTECH","ERS395573","EGA","NALM-6","Lymphoid",NA,"Blood","Leukemia",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NALM-6",NA
"EGAN00001188133","EGAN00001188133.sample.xml","EGAN00001188133.sample.xml","EGAD00001000725","587623","GENENTECH","ERS395574","EGA","NAMALWA","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NAMALWA",NA
"EGAN00001188134","EGAN00001188134.sample.xml","EGAN00001188134.sample.xml","EGAD00001000725","587551","GENENTECH","ERS395575","EGA","NCI-H1048","Lung","""Effusion, Pleural""","Lung","Carcinoma Small Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1048",NA
"EGAN00001188135","EGAN00001188135.sample.xml","EGAN00001188135.sample.xml","EGAD00001000725","639170","GENENTECH","ERS395576","EGA","NCI-H1092","Lung",NA,"Lung","Carcinoma Small Cell","67","Years","Male","Caucasian","""HITES, 5% FBS""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1092",NA
"EGAN00001188136","EGAN00001188136.sample.xml","EGAN00001188136.sample.xml","EGAD00001000725","635631","GENENTECH","ERS395577","EGA","NCI-H1155","Lung",NA,"Lung","Carcinoma Non-Small Cell","36","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1155",NA
"EGAN00001188137","EGAN00001188137.sample.xml","EGAN00001188137.sample.xml","EGAD00001000725","635632","GENENTECH","ERS395578","EGA","NCI-H1299","Lung",NA,"Lung","Carcinoma Non-Small Cell","43","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1299",NA
"EGAN00001188138","EGAN00001188138.sample.xml","EGAN00001188138.sample.xml","EGAD00001000725","587534","GENENTECH","ERS395579","EGA","NCI-H1355","Lung","Pleura","Lung","Adenocarcinoma","53","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H1355",NA
"EGAN00001188139","EGAN00001188139.sample.xml","EGAN00001188139.sample.xml","EGAD00001000725","587535","GENENTECH","ERS395580","EGA","NCI-H1373","Lung",NA,"Lung","Adenocarcinoma","56","Years","Male","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1373",NA
"EGAN00001188140","EGAN00001188140.sample.xml","EGAN00001188140.sample.xml","EGAD00001000725","636845","GENENTECH","ERS395581","EGA","NCI-H1395","Lung",NA,"Lung","Adenocarcinoma","55","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H1395",NA
"EGAN00001188141","EGAN00001188141.sample.xml","EGAN00001188141.sample.xml","EGAD00001000725","587554","GENENTECH","ERS395582","EGA","NCI-H1435","Lung",NA,"Lung","Carcinoma Non-Small Cell","35","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1435",NA
"EGAN00001188142","EGAN00001188142.sample.xml","EGAN00001188142.sample.xml","EGAD00001000725","636069","GENENTECH","ERS395583","EGA","NCI-H1437","Lung","""Effusion, Pleural""","Lung","Carcinoma Non-Small Cell","60","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1437",NA
"EGAN00001188143","EGAN00001188143.sample.xml","EGAN00001188143.sample.xml","EGAD00001000725","636136","GENENTECH","ERS395584","EGA","NCI-H146","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H146",NA
"EGAN00001188144","EGAN00001188144.sample.xml","EGAN00001188144.sample.xml","EGAD00001000725","587556","GENENTECH","ERS395585","EGA","NCI-H1568","Lung",NA,"Lung","Carcinoma Non-Small Cell","48","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1568",NA
"EGAN00001188145","EGAN00001188145.sample.xml","EGAN00001188145.sample.xml","EGAD00001000725","587536","GENENTECH","ERS395586","EGA","NCI-H1573","Lung",NA,"Lung","Adenocarcinoma",NA,NA,NA,NA,"ACL-4 media","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1573",NA
"EGAN00001188146","EGAN00001188146.sample.xml","EGAN00001188146.sample.xml","EGAD00001000725","636199","GENENTECH","ERS395587","EGA","NCI-H1581","Lung",NA,"Lung","Carcinoma Non-Small Cell","44","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1581",NA
"EGAN00001188147","EGAN00001188147.sample.xml","EGAN00001188147.sample.xml","EGAD00001000725","636772","GENENTECH","ERS395588","EGA","NCI-H1623","Lung",NA,"Lung","Carcinoma Non-Small Cell","58","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1623",NA
"EGAN00001188148","EGAN00001188148.sample.xml","EGAN00001188148.sample.xml","EGAD00001000725","636824","GENENTECH","ERS395589","EGA","NCI-H1648","Lung",NA,"Lung","Adenocarcinoma","39","Years","Male","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1648",NA
"EGAN00001188149","EGAN00001188149.sample.xml","EGAN00001188149.sample.xml","EGAD00001000725","587557","GENENTECH","ERS395590","EGA","NCI-H1650","Lung","""Effusion, Pleural""","Lung","Adenocarcinoma","27","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1650",NA
"EGAN00001188150","EGAN00001188150.sample.xml","EGAN00001188150.sample.xml","EGAD00001000725","636823","GENENTECH","ERS395591","EGA","NCI-H1651","Lung",NA,"Lung","Carcinoma Non-Small Cell","71","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","NCI-H1651",NA
"EGAN00001188151","EGAN00001188151.sample.xml","EGAN00001188151.sample.xml","EGAD00001000725","587559","GENENTECH","ERS395592","EGA","NCI-H1666","Lung","""Effusion, Pleural""","Lung","Adenocarcinoma","50","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1666",NA
"EGAN00001188152","EGAN00001188152.sample.xml","EGAN00001188152.sample.xml","EGAD00001000725","587537","GENENTECH","ERS395593","EGA","NCI-H1693","Lung",NA,"Lung","Carcinoma Non-Small Cell","55","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1693",NA
"EGAN00001188153","EGAN00001188153.sample.xml","EGAN00001188153.sample.xml","EGAD00001000725","635633","GENENTECH","ERS395594","EGA","NCI-H1703","Lung",NA,"Lung","Carcinoma Non-Small Cell","54","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1703",NA
"EGAN00001188154","EGAN00001188154.sample.xml","EGAN00001188154.sample.xml","EGAD00001000725","636771","GENENTECH","ERS395595","EGA","NCI-H1734","Lung",NA,"Lung","Carcinoma Non-Small Cell","56","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1734",NA
"EGAN00001188155","EGAN00001188155.sample.xml","EGAN00001188155.sample.xml","EGAD00001000725","588234","GENENTECH","ERS395596","EGA","NCI-H1770","Lung",NA,"Lung","Carcinoma Non-Small Cell","57","Years",NA,"Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1770",NA
"EGAN00001188156","EGAN00001188156.sample.xml","EGAN00001188156.sample.xml","EGAD00001000725","635634","GENENTECH","ERS395597","EGA","NCI-H1781","Lung","""Effusion, Pleural""","Lung","Adenocarcinoma","66","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1781",NA
"EGAN00001188157","EGAN00001188157.sample.xml","EGAN00001188157.sample.xml","EGAD00001000725","587538","GENENTECH","ERS395598","EGA","NCI-H1792","Lung",NA,"Lung","Adenocarcinoma","50","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1792",NA
"EGAN00001188158","EGAN00001188158.sample.xml","EGAN00001188158.sample.xml","EGAD00001000725","587563","GENENTECH","ERS395599","EGA","NCI-H1793","Lung",NA,"Lung","Adenocarcinoma","52","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1793",NA
"EGAN00001188159","EGAN00001188159.sample.xml","EGAN00001188159.sample.xml","EGAD00001000725","587564","GENENTECH","ERS395600","EGA","NCI-H1838","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1838",NA
"EGAN00001188160","EGAN00001188160.sample.xml","EGAN00001188160.sample.xml","EGAD00001000725","636770","GENENTECH","ERS395601","EGA","NCI-H1869","Lung",NA,"Lung","Carcinoma Non-Small Cell","58","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1869",NA
"EGAN00001188161","EGAN00001188161.sample.xml","EGAN00001188161.sample.xml","EGAD00001000725","636819","GENENTECH","ERS395602","EGA","NCI-H187","Lung",NA,"Lung","Carcinoma Small Cell","47","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H187",NA
"EGAN00001188162","EGAN00001188162.sample.xml","EGAN00001188162.sample.xml","EGAD00001000725","639171","GENENTECH","ERS395603","EGA","NCI-H1882","Lung",NA,"Lung","Carcinoma Small Cell","59","Years","Male","Caucasian","""HITES, 5% FBS""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1882",NA
"EGAN00001188163","EGAN00001188163.sample.xml","EGAN00001188163.sample.xml","EGAD00001000725","636445","GENENTECH","ERS395604","EGA","NCI-H1915","Lung",NA,"Lung","Carcinoma Non-Small Cell","61","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1915",NA
"EGAN00001188164","EGAN00001188164.sample.xml","EGAN00001188164.sample.xml","EGAD00001000725","636809","GENENTECH","ERS395605","EGA","NCI-H1930","Lung",NA,"Lung","Carcinoma Small Cell","41","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1930",NA
"EGAN00001188165","EGAN00001188165.sample.xml","EGAN00001188165.sample.xml","EGAD00001000725","587565","GENENTECH","ERS395606","EGA","NCI-H1944","Lung","Soft Tissue","Lung","Carcinoma Non-Small Cell","62","Years","Female","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1944",NA
"EGAN00001188166","EGAN00001188166.sample.xml","EGAN00001188166.sample.xml","EGAD00001000725","636811","GENENTECH","ERS395607","EGA","NCI-H196","Lung","Pleura","Lung","Carcinoma Small Cell","68","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H196",NA
"EGAN00001188167","EGAN00001188167.sample.xml","EGAN00001188167.sample.xml","EGAD00001000725","635635","GENENTECH","ERS395608","EGA","NCI-H1975","Lung",NA,"Lung","Adenocarcinoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H1975",NA
"EGAN00001188168","EGAN00001188168.sample.xml","EGAN00001188168.sample.xml","EGAD00001000725","635636","GENENTECH","ERS395609","EGA","NCI-H2009","Lung",NA,"Lung","Adenocarcinoma","68","Years",NA,"Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2009",NA
"EGAN00001188169","EGAN00001188169.sample.xml","EGAN00001188169.sample.xml","EGAD00001000725","636750","GENENTECH","ERS395610","EGA","NCI-H2023","Lung","Lymph Node","Lung","Carcinoma Non-Small Cell","26",NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2023",NA
"EGAN00001188170","EGAN00001188170.sample.xml","EGAN00001188170.sample.xml","EGAD00001000725","587569","GENENTECH","ERS395611","EGA","NCI-H2030","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2030",NA
"EGAN00001188171","EGAN00001188171.sample.xml","EGAN00001188171.sample.xml","EGAD00001000725","636862","GENENTECH","ERS395612","EGA","NCI-H2052","Other",NA,"Pleura","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2052",NA
"EGAN00001188172","EGAN00001188172.sample.xml","EGAN00001188172.sample.xml","EGAD00001000725","635637","GENENTECH","ERS395613","EGA","NCI-H2073","Lung",NA,"Lung","Adenocarcinoma","47","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2073",NA
"EGAN00001188173","EGAN00001188173.sample.xml","EGAN00001188173.sample.xml","EGAD00001000725","639172","GENENTECH","ERS395614","EGA","NCI-H2081","Lung",NA,"Lung","Carcinoma Small Cell","59","Years","Female","Caucasian","""HITES, 5% FBS""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2081",NA
"EGAN00001188174","EGAN00001188174.sample.xml","EGAN00001188174.sample.xml","EGAD00001000725","636769","GENENTECH","ERS395615","EGA","NCI-H209","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H209",NA
"EGAN00001188175","EGAN00001188175.sample.xml","EGAN00001188175.sample.xml","EGAD00001000725","587571","GENENTECH","ERS395616","EGA","NCI-H2106","Lung","Lymph Node","Lung","Carcinoma Non-Small Cell","58","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2106",NA
