,BHKLAB.DRUGID,SMILES,INCHIKEY,PUBCHEM CID,DATABASE ID,MOLECULE_NAME,TARGET_NAME,DATABASE
6149,Isoliquiritigenin,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,DXDRHHKMWQZJHT-FPYGCLRLSA-N,638278,NA,isoliquiritigenin,GABBR1,CLUE.IO
6150,Isometheptene,CNC(C)CCC=C(C)C.OC(C(O)C(O)C(=O)O)C(O)C(=O)O,XVQUOJBERHHONY-UHFFFAOYSA-N,22297,DB06706,Isometheptene,SLC18A2,DrugBank
6151,Isometheptene,CNC(C)CCC=C(C)C.OC(C(O)C(O)C(=O)O)C(O)C(=O)O,XVQUOJBERHHONY-UHFFFAOYSA-N,22297,DB06706,Isometheptene,ADRA1A,DrugBank
6152,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,NA,isoniazid,CYP3A4,CLUE.IO
6153,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,CHEMBL64,Isoniazid,Enoyl-[acyl-carrier-protein] reductase,ChEMBL
6154,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,CYP1A2,DrugBank
6155,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,NA,isoniazid,CYP2C8,CLUE.IO
6156,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,NA,isoniazid,CYP1A2,CLUE.IO
6157,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,CYP3A4,DrugBank
6158,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,NA,isoniazid,CYP2C19,CLUE.IO
6159,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,katG,DrugBank
6160,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,NA,isoniazid,CYP2E1,CLUE.IO
6161,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,folA,DrugBank
6162,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,CYP2C19,DrugBank
6163,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,inhA,DrugBank
6164,Isoniazid,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,3767,DB00951,Isoniazid,CYP2C8,DrugBank
6165,Isonicotinohydroxamic acid,ONC(=O)c1ccncc1,NA,72967,BRD-K55478147,isonicotinohydroxamic acid,HDAC6,CTRPv2
6166,Isopropamide Iodide,CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C,BFSMWENDZZIWPW-UHFFFAOYSA-N,6284,NA,isopropamide-iodide,CHRM3,CLUE.IO
6167,Isopropamide Iodide,CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C,BFSMWENDZZIWPW-UHFFFAOYSA-N,6284,NA,isopropamide-iodide,CHRM4,CLUE.IO
6168,Isopropyl hexadecylcarbamate,CCCCCCCCCCCCCCCCNC(=O)OC(C)C,UMMCTIRBSNSOIX-UHFFFAOYSA-N,238166,NA,NA,NA,NA
6169,Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1.OC(C(O)C(=O)O)C(=O)O,JWZZKOKVBUJMES-UHFFFAOYSA-N,3779,CHEMBL434,Isoproterenol,ADRB3,ChEMBL
6170,Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1.OC(C(O)C(=O)O)C(=O)O,JWZZKOKVBUJMES-UHFFFAOYSA-N,3779,CHEMBL434,Isoproterenol,ADRB1,ChEMBL
6171,Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1.OC(C(O)C(=O)O)C(=O)O,JWZZKOKVBUJMES-UHFFFAOYSA-N,3779,CHEMBL434,Isoproterenol,ADRB2,ChEMBL
6172,Isosorbide,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+](=O)[O-],KLDXJTOLSGUMSJ-JGWLITMVSA-N,12597,DB09401,Isosorbide,BCL2L1,DrugBank
6173,Isosorbide,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+](=O)[O-],KLDXJTOLSGUMSJ-JGWLITMVSA-N,12597,DB09401,Isosorbide,MCL1,DrugBank
6174,Isosorbide,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+](=O)[O-],KLDXJTOLSGUMSJ-JGWLITMVSA-N,12597,DB09401,Isosorbide,BCL2,DrugBank
6175,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,NA,isotretinoin,RARA,CLUE.IO
6176,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,CHEMBL547,Isotretinoin,RARA,ChEMBL
6177,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,DB00982,Isotretinoin,RARA,DrugBank
6178,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,NA,isotretinoin,RARG,CLUE.IO
6179,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,NA,isotretinoin,RARB,CLUE.IO
6180,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,CHEMBL547,Isotretinoin,RARB,ChEMBL
6181,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,CHEMBL547,Isotretinoin,RARG,ChEMBL
6182,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,CHEMBL547,Isotretinoin,RARB,ChEMBL
6183,Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,5282379,DB00982,Isotretinoin,RARG,DrugBank
6184,ISOX,CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO,NA,NA,BRD-K69840642,ISOX,HDAC6,CTRPv2
6185,Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,YYUAYBYLJSNDCX-UHFFFAOYSA-N,54677972,NA,isoxicam,PTGS2,CLUE.IO
6186,Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,YYUAYBYLJSNDCX-UHFFFAOYSA-N,54677972,CHEMBL53292,Isoxicam,PTGS2,ChEMBL
6187,Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,YYUAYBYLJSNDCX-UHFFFAOYSA-N,54677972,NA,isoxicam,PTGS1,CLUE.IO
6188,Isoxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,YYUAYBYLJSNDCX-UHFFFAOYSA-N,54677972,CHEMBL53292,Isoxicam,PTGS1,ChEMBL
6189,Isoxsuprine,CC(COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,3783,CHEMBL1197051,Isoxsuprine,ADRA1A,ChEMBL
6190,Isoxsuprine,CC(COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,3783,CHEMBL1197051,Isoxsuprine,ADRB2,ChEMBL
6191,Isoxsuprine,CC(COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,3783,NA,isoxsuprine,ADRB2,CLUE.IO
6192,Isoxsuprine,CC(COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,3783,CHEMBL1197051,Isoxsuprine,ADRA1D,ChEMBL
6193,Isoxsuprine,CC(COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,3783,CHEMBL1197051,Isoxsuprine,ADRA1B,ChEMBL
6194,Ispinesib,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,QJZRFPJCWMNVAV-HHHXNRCGSA-N,6851740,NA,ispinesib,KIF11,CLUE.IO
6195,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA2D1,CLUE.IO
6196,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA1S,CLUE.IO
6197,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,CHEMBL1648,Isradipine,CACNA1S,ChEMBL
6198,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,CHEMBL1648,Isradipine,CACNA1C,ChEMBL
6199,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA1C,DrugBank
6200,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA1F,CLUE.IO
6201,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA1D,CLUE.IO
6202,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA2D2,DrugBank
6203,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA1H,CLUE.IO
6204,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNB2,DrugBank
6205,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,CHEMBL1648,Isradipine,CACNA1F,ChEMBL
6206,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA1S,DrugBank
6207,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA2D1,DrugBank
6208,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA1C,CLUE.IO
6209,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA1H,DrugBank
6210,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,DB00270,Isradipine,CACNA1D,DrugBank
6211,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,CHEMBL1648,Isradipine,CACNA1D,ChEMBL
6212,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNB2,CLUE.IO
6213,Isradipine,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,NA,isradipine,CACNA2D2,CLUE.IO
6214,Istradefylline,NA,NA,5311037,CHEMBL431770,Istradefylline,ADORA2A,ChEMBL
6215,Istradefylline,NA,NA,5311037,BRD-K87774949,istradefylline,ADORA2A,CTRPv2
6216,Istradefylline,NA,NA,5311037,NA,istradefylline,ADORA2B,CLUE.IO
6217,Istradefylline,NA,NA,5311037,NA,istradefylline,ADORA2A,CLUE.IO
6218,Istradefylline,NA,NA,5311037,NA,istradefylline,ADORA1,CLUE.IO
6219,Istradefylline,NA,NA,5311037,NA,istradefylline,ADORA3,CLUE.IO
6220,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-TUJWMRSMSA-N,14179013,DB01167,Itraconazole,ERG11,DrugBank
6221,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-TUJWMRSMSA-N,14179013,NA,itraconazole,CYP51A1,CLUE.IO
6222,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-TUJWMRSMSA-N,14179013,DB01167,Itraconazole,CYP51A1,DrugBank
6223,IU1,NA,NA,675434,BRD-K45841694,IU1,USP14,CTRPv2
6224,IU1,NA,NA,675434,NA,IU1,USP14,CLUE.IO
6225,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,NA,ivermectin,CHRNA7,CLUE.IO
6226,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,CHEMBL1200633,Ivermectin,Glutamate-gated chloride channel,ChEMBL
6227,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,DB00602,Ivermectin,GLRA3,DrugBank
6228,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,NA,ivermectin,P2RX7,CLUE.IO
6229,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,CHEMBL1200633,Ivermectin,Glutamate-gated chloride channel,ChEMBL
6230,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,NA,ivermectin,GLRA3,CLUE.IO
6231,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,DB00602,Ivermectin,GABRB3,DrugBank
6232,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,AZSNMRSAGSSBNP-NDJJZKGWSA-N,71749648,NA,ivermectin,GABRB3,CLUE.IO
6233,IWP-2,CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=C(C(=O)N3C5=CC=CC=C5)SCC4,WRKPZSMRWPJJDH-UHFFFAOYSA-N,2155128,NA,NA,NA,NA
6234,IWR-1-endo,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6,ZGSXEXBYLJIOGF-ALFLXDJESA-N,44483163,NA,NA,NA,NA
6235,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA1C,ChEMBL
6236,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA1A,ChEMBL
6237,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB6,CLUE.IO
6238,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB4A,ChEMBL
6239,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA3E,ChEMBL
6240,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB3,ChEMBL
6241,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB,CLUE.IO
6242,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA4A,ChEMBL
6243,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB,ChEMBL
6244,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB4B,ChEMBL
6245,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB2A,ChEMBL
6246,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB8,ChEMBL
6247,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,DB04845,Ixabepilone,TUBB3,DrugBank
6248,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB2B,ChEMBL
6249,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA1B,CLUE.IO
6250,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA1A,CLUE.IO
6251,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA3C,ChEMBL
6252,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBA1B,ChEMBL
6253,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB4B,CLUE.IO
6254,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB4A,CLUE.IO
6255,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB3,CLUE.IO
6256,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB8,CLUE.IO
6257,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB1,CLUE.IO
6258,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB2A,CLUE.IO
6259,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA1C,CLUE.IO
6260,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB1,ChEMBL
6261,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA3D,CLUE.IO
