"id","Drug","Synonym"
"25803","Ethanol","4260-EP2287166A2"
"25804","Ethanol","4260-EP2287167A1"
"25805","Ethanol","4260-EP2289509A2"
"25806","Ethanol","4260-EP2289881A1"
"25807","Ethanol","4260-EP2289883A1"
"25808","Ethanol","4260-EP2289893A1"
"25809","Ethanol","4260-EP2289894A2"
"25810","Ethanol","4260-EP2292589A1"
"25811","Ethanol","4260-EP2292593A2"
"25812","Ethanol","4260-EP2292612A2"
"25813","Ethanol","4260-EP2292617A1"
"25814","Ethanol","4260-EP2292620A2"
"25815","Ethanol","4260-EP2292628A2"
"25816","Ethanol","4260-EP2295055A2"
"25817","Ethanol","4260-EP2295401A2"
"25818","Ethanol","4260-EP2295402A2"
"25819","Ethanol","4260-EP2295409A1"
"25820","Ethanol","4260-EP2295411A1"
"25821","Ethanol","4260-EP2295412A1"
"25822","Ethanol","4260-EP2295413A1"
"25823","Ethanol","4260-EP2295416A2"
"25824","Ethanol","4260-EP2295417A1"
"25825","Ethanol","4260-EP2295426A1"
"25826","Ethanol","4260-EP2295427A1"
"25827","Ethanol","4260-EP2295428A2"
"25828","Ethanol","4260-EP2295429A1"
"25829","Ethanol","4260-EP2295432A1"
"25830","Ethanol","4260-EP2295433A2"
"25831","Ethanol","4260-EP2295435A1"
"25832","Ethanol","4260-EP2295437A1"
"25833","Ethanol","4260-EP2295441A2"
"25834","Ethanol","4260-EP2295503A1"
"25835","Ethanol","4260-EP2298312A1"
"25836","Ethanol","4260-EP2298734A2"
"25837","Ethanol","4260-EP2298735A1"
"25838","Ethanol","4260-EP2298743A1"
"25839","Ethanol","4260-EP2298744A2"
"25840","Ethanol","4260-EP2298748A2"
"25841","Ethanol","4260-EP2298750A1"
"25842","Ethanol","4260-EP2298761A1"
"25843","Ethanol","4260-EP2298762A2"
"25844","Ethanol","4260-EP2298770A1"
"25845","Ethanol","4260-EP2298775A1"
"25846","Ethanol","4260-EP2298776A1"
"25847","Ethanol","4260-EP2298780A1"
"25848","Ethanol","4260-EP2301536A1"
"25849","Ethanol","4260-EP2301538A1"
"25850","Ethanol","4260-EP2301544A1"
"25851","Ethanol","4260-EP2301627A1"
"25852","Ethanol","4260-EP2301923A1"
"25853","Ethanol","4260-EP2301928A1"
"25854","Ethanol","4260-EP2301930A1"
"25855","Ethanol","4260-EP2301934A1"
"25856","Ethanol","4260-EP2301939A1"
"25857","Ethanol","4260-EP2305250A1"
"25858","Ethanol","4260-EP2305644A1"
"25859","Ethanol","4260-EP2305648A1"
"25860","Ethanol","4260-EP2305652A2"
"25861","Ethanol","4260-EP2305660A1"
"25862","Ethanol","4260-EP2305671A1"
"25863","Ethanol","4260-EP2305676A1"
"25864","Ethanol","4260-EP2305681A1"
"25865","Ethanol","4260-EP2305682A1"
"25866","Ethanol","4260-EP2305684A1"
"25867","Ethanol","4260-EP2305687A1"
"25868","Ethanol","4260-EP2305689A1"
"25869","Ethanol","4260-EP2305695A2"
"25870","Ethanol","4260-EP2305696A2"
"25871","Ethanol","4260-EP2305697A2"
"25872","Ethanol","4260-EP2305698A2"
"25873","Ethanol","4260-EP2305769A2"
"25874","Ethanol","4260-EP2305808A1"
"25875","Ethanol","4260-EP2308833A2"
"25876","Ethanol","4260-EP2308840A1"
"25877","Ethanol","4260-EP2308841A2"
"25878","Ethanol","4260-EP2308844A2"
"25879","Ethanol","4260-EP2308845A2"
"25880","Ethanol","4260-EP2308846A2"
"25881","Ethanol","4260-EP2308848A1"
"25882","Ethanol","4260-EP2308849A1"
"25883","Ethanol","4260-EP2308850A1"
"25884","Ethanol","4260-EP2308851A1"
"25885","Ethanol","4260-EP2308852A1"
"25886","Ethanol","4260-EP2308861A1"
"25887","Ethanol","4260-EP2308867A2"
"25888","Ethanol","4260-EP2308870A2"
"25889","Ethanol","4260-EP2308872A1"
"25890","Ethanol","4260-EP2308873A1"
"25891","Ethanol","4260-EP2308875A1"
"25892","Ethanol","4260-EP2308876A1"
"25893","Ethanol","4260-EP2308879A1"
"25894","Ethanol","4260-EP2311453A1"
"25895","Ethanol","4260-EP2311455A1"
"25896","Ethanol","4260-EP2311802A1"
"25897","Ethanol","4260-EP2311803A1"
"25898","Ethanol","4260-EP2311806A2"
"25899","Ethanol","4260-EP2311807A1"
"25900","Ethanol","4260-EP2311808A1"
"25901","Ethanol","4260-EP2311821A1"
"25902","Ethanol","4260-EP2311824A1"
"25903","Ethanol","4260-EP2311825A1"
"25904","Ethanol","4260-EP2311826A2"
"25905","Ethanol","4260-EP2311829A1"
"25906","Ethanol","4260-EP2311830A1"
"25907","Ethanol","4260-EP2311831A1"
"25908","Ethanol","4260-EP2311838A1"
"25909","Ethanol","4260-EP2311840A1"
"25910","Ethanol","4260-EP2311842A2"
"25911","Ethanol","4260-EP2314295A1"
"25912","Ethanol","4260-EP2314576A1"
"25913","Ethanol","4260-EP2314586A1"
"25914","Ethanol","4260-EP2314593A1"
"25915","Ethanol","4260-EP2315502A1"
"25916","Ethanol","4260-EP2316452A1"
"25917","Ethanol","4260-EP2316824A1"
"25918","Ethanol","4260-EP2316827A1"
"25919","Ethanol","4260-EP2316829A1"
"25920","Ethanol","4260-EP2316831A1"
"25921","Ethanol","4260-EP2316835A1"
"25922","Ethanol","4260-EP2316836A1"
"25923","Ethanol","4260-EP2316905A1"
"25924","Ethanol","4260-EP2316906A2"
"25925","Ethanol","4260-EP2371813A1"
"25926","Ethanol","4260-EP2374454A1"
"25927","Ethanol","4260-EP2374790A1"
"25928","Ethanol","4260-EP2377845A1"
"25929","Ethanol","4260-EP2377849A2"
"25930","Ethanol","4260-EP2380874A2"
"25931","Ethanol","C00469"
"25932","Ethanol","D00068"
"25933","Ethanol","Ethanol, >=99.5%, suitable for fluorescence"
"25934","Ethanol","Ethyl Alcohol 95% (Grain Derived) FCC Grade"
"25935","Ethanol","Ethyl Alcohol 95% (Synthetic) ACS/USP Grade"
"25936","Ethanol","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H"
"25937","Ethanol","28147-EP2277868A1"
"25938","Ethanol","28147-EP2277869A1"
"25939","Ethanol","28147-EP2277870A1"
"25940","Ethanol","28147-EP2295422A2"
"25941","Ethanol","28147-EP2298305A1"
"25942","Ethanol","28147-EP2298769A1"
"25943","Ethanol","28147-EP2308852A1"
"25944","Ethanol","28147-EP2308878A2"
"25945","Ethanol","28147-EP2313400A1"
"25946","Ethanol","28147-EP2371823A1"
"25947","Ethanol","48516-EP2311824A1"
"25948","Ethanol","48516-EP2311828A1"
"25949","Ethanol","48516-EP2380568A1"
"25950","Ethanol","Ethyl Alcohol Absolute (Synthetic) ACS/USP Grade"
"25951","Ethanol","SR-01000944357"
"25952","Ethanol","Ethanol, 95+%, pure, denat. with 5% wood spirit"
"25953","Ethanol","Ethanol, puriss. p.a., absolute, >=99.8% (GC)"
"25954","Ethanol","SR-01000944357-1"
"25955","Ethanol","Ethanol, 99.5%, Extra Dry, absolute, AcroSeal(R)"
"25956","Ethanol","Ethanol, denatured (5 % IPA, 5 % n-propylacetate)"
"25957","Ethanol","Reagent Alcohol, used for histology tissue preparation"
"25958","Ethanol","Ethyl alcohol, Pure, 190 proof, for molecular biology"
"25959","Ethanol","Ethyl alcohol, Pure, 200 proof, anhydrous, >=99.5%"
"25960","Ethanol","Ethyl alcohol, Pure, 200 proof, for molecular biology"
"25961","Ethanol","Ethanol, absolute, >=99.8% (GC), sales not in Germany"
"25962","Ethanol","Ethyl Alcohol Absolute (Dehydrated) USP, BP/EP, JP Grade"
"25963","Ethanol","Ethyl alcohol, Pure, 200 proof, ACS reagent, >=99.5%"
"25964","Ethanol","Reagent Alcohol, 70%, used for histology tissue preparation"
"25965","Ethanol","Reagent Alcohol, 80%, used for histology tissue preparation"
"25966","Ethanol","1E37B0D2-6209-4B03-A57D-500F3223C2DA"
"25967","Ethanol","Alcohol, United States Pharmacopeia (USP) Reference Standard"
"25968","Ethanol","Ethanol, >=99.5%, suitable for absorption spectrum analysis"
"25969","Ethanol","Ethanol-water solutions, NIST(R) SRM(R) 1828b, six levels"
"25970","Ethanol","Ethyl alcohol, Pure, 200 proof, HPLC/spectrophotometric grade"
"25971","Ethanol","Reagent Alcohol, 95%, Used for histology tissue preparation"
"25972","Ethanol","Ethanol solution, NIST(R) SRM(R) 2897a, nominal mass fraction 2%"
"25973","Ethanol","Ethanol solution, NIST(R) SRM(R) 2898a, nominal mass fraction 6%"
"25974","Ethanol","Ethanol solution, NIST(R) SRM(R) 2899a, nominal 25% by mass"
"25975","Ethanol","Ethanol, 95+%, pure, anhydrous, denat. with up to 5% v/v ether"
"25976","Ethanol","Ethanol, p.a., ACS reagent, reag. ISO, reag. Ph. Eur., 99.9%"
"25977","Ethanol","Ethanol, suitable for 300 per JIS, >=99.5%, for residue analysis"
"25978","Ethanol","Ethyl alcohol, Pure, 190 proof, meets USP testing specifications"
"25979","Ethanol","Ethyl alcohol, Pure, 200 proof, anhydrous, ZerO2(TM), >=99.5%"
"25980","Ethanol","Ethyl alcohol, Pure, 200 proof, meets USP testing specifications"
"25981","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 23A, contains Acetone"
"25982","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 2B-3, contains Toluene"
"25983","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 30, contains Methanol"
"25984","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 3A, contains Methanol"
"25985","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 23A, contains Acetone"
"25986","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 2B-3, contains Toluene"
"25987","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 30, contains Methanol"
"25988","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 3A, contains Methanol"
"25989","Ethanol","Alcohol, Pharmaceutical Secondary Standard; Certified Reference Material"
"25990","Ethanol","Dehydrated Alcohol, United States Pharmacopeia (USP) Reference Standard"
"25991","Ethanol","Ethanol Fixative 80% v/v, suitable for fixing solution (blood films)"
"25992","Ethanol","Ethanol solution, certified reference material, 2000 mug/mL in methanol"
"25993","Ethanol","Ethanol standards 10% (v/v), 10 % (v/v) in H2O, analytical standard"
"25994","Ethanol","Ethanol, absolute, for gradient elution, sales not in Germany, >=99.9%"
"25995","Ethanol","Ethanol, absolute, for HPLC, sales not in Germany1, >=99.8% (GC)"
"25996","Ethanol","Ethanol, absolute, semiconductor grade PURANAL(TM) (Honeywell 17826)"
"25997","Ethanol","Ethanol, suitable for 1000 per JIS, >=99.5%, for residue analysis"
"25998","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2894, nominal mass fraction 0.1%"
"25999","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2895, nominal mass fraction 0.2%"
"26000","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2896, nominal mass fraction 0.3%"
"26001","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2900, nominal 95.6% by mass"
"26002","Ethanol","Ethyl Alcohol Absolute (Dehydrated, Synthetic) USP, BP/EP, JP Grade"
"26003","Ethanol","Ethyl alcohol, Pure, 140 proof, Excise Tax-free, Permit for use required"
"26004","Ethanol","Ethyl alcohol, Pure, 160 proof, Excise Tax-free, Permit for use required"
"26005","Ethanol","Ethyl alcohol, Pure, 190 proof, ACS spectrophotometric grade, 95.0%"
"26006","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 2B-4, contains Heptanes"
"26007","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 2B-4, contains n-Heptane"
"26008","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 2B-5, contains n-Hexane"
"26009","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 35A, contains Ethyl acetate"
"26010","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 3C, contains Isopropanol"
"26011","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 2B-4, contains Heptanes"
"26012","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 2B-4, contains n-Heptane"
"26013","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 2B-5, contains n-Hexane"
"26014","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 35A, contains Ethyl acetate"
"26015","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 3C, contains Isopropanol"
"26016","Ethanol","Alcohol Determination-Alcohol, United States Pharmacopeia (USP) Reference Standard"
"26017","Ethanol","Dehydrated Alcohol, Pharmaceutical Secondary Standard; Certified Reference Material"
"26018","Ethanol","Ethanol Calibration Kit, ampule of 10 x 1.2 mL, certified reference material"
"26019","Ethanol","Ethanol, absolute, reag. ISO, reag. Ph. Eur., >=99.8% (GC), liquid (clear, colorless)"
"26020","Ethanol","Ethanol, for spectroscopy, anhydrous, denat. with 5% 2-Propanol + 5% Methanol"
"26021","Ethanol","Ethanol, puriss. p.a., ACS reagent, absolute alcohol, without additive, A15 o1, >=99.8%"
"26022","Ethanol","Ethanol, puriss. p.a., ACS reagent, prima fine spirit, without additive, F15 o1, ~96%"
"26023","Ethanol","Ethanol, puriss., meets analytical specification of Ph.??Eur., BP, 96% (v/v)"
"26024","Ethanol","Ethanol, puriss., meets analytical specification of Ph.??Eur., BP, 96.0-97.2%"
"26025","Ethanol","Ethanol-10, 10 mg/dL in H2O, pack of 10 x 1.2 mL ampules, certified reference material"
"26026","Ethanol","Ethanol-150, 150 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26027","Ethanol","Ethanol-25, 25 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26028","Ethanol","Ethanol-300, 300 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26029","Ethanol","Ethanol-40, 40 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26030","Ethanol","Ethanol-50, 50 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26031","Ethanol","Ethanol-500, 500 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26032","Ethanol","Ethanol-80, 80 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26033","Ethanol","Ethanol-80, 80 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
"26034","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2891, nominal mass fraction 0.02%"
"26035","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2892, nominal mass fraction 0.04%"
"26036","Ethanol","Ethanol-water solution, NIST(R) SRM(R) 2893, nominal mass fraction 0.08%"
"26037","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 39C, contains Diethyl phthalate"
"26038","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 39C, contains Diethyl phthalate"
"26039","Ethanol","Ethanol, absolute, denaturated with 0.5-1.5 Vol.% 2-butanone and approx. 0.001% Bitrex (GC), >=98% (GC)"
"26040","Ethanol","Ethanol, absolute, semiconductor grade PURANAL(TM) (Honeywell 17833), sales not in Germany, >=99.8% (vol.)"
"26041","Ethanol","Ethanol, BioUltra, for molecular biology, >=99.8%, (absolute alcohol, without additive, A15 o1)"
"26042","Ethanol","Ethanol, puriss., over molecular sieve (H2O <=0.01%), absolute alcohol, without additive, A15 o1, >=99.8%"
"26043","Ethanol","Ethanol, purum, absolute ethanol, denaturated with 1% cyclohexane, A15 CYCLO1, >=99.8% (based on denaturant-free substance)"
"26044","Ethanol","Ethanol, purum, absolute ethanol, denaturated with 2% 2-butanone, A15 MEK1, >=99.8% (based on denaturant-free substance)"
"26045","Ethanol","Ethanol, purum, absolute ethanol, denaturated with 4.8% isopropanol, A15 IPA1, >=99.8% (based on denaturant-free substance)"
"26046","Ethanol","Ethanol, purum, fine spirit, denaturated with 2% 2-butanone, F25 MEK1, ~96% (based on denaturant-free substance)"
"26047","Ethanol","Ethanol, purum, fine spirit, denaturated with 4.8% methanol, F25 METHYL1, ~96% (based on denaturant-free substance)"
"26048","Ethanol","Ethanol, purum, secunda spirit, denaturated with 2% 2-butanone and 0.5% 4-methyl-2-pentanone, S15, ~96% (based on denaturant-free substance)"
"26049","Ethanol","Ethanol-100 (10 ampules/kit), 100 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26050","Ethanol","Ethanol-100 (5 ampules/kit), 100 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
"26051","Ethanol","Ethanol-20 (10 ampules/kit), 20 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26052","Ethanol","Ethanol-20 (5 ampules/kit), 20 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
"26053","Ethanol","Ethanol-200 (10 ampules/kit), 200 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26054","Ethanol","Ethanol-200 (5 ampules/kit), 200 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
"26055","Ethanol","Ethanol-400 (10 ampules/kit), 400 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
"26056","Ethanol","Ethanol-400 (5 ampules/kit), 400 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
"26057","Ethanol","Ethyl alcohol, Pure, 140 proof, meets water USP testing specifications, Excise Tax-free, Permit for use required"
"26058","Ethanol","Ethyl alcohol, Pure, 190 proof, ACS reagent, meets USP testing specifications, Excise Tax-free, Permit for use required"
"26059","Ethanol","Ethyl alcohol, Pure, 200 proof, ACS reagent, meets USP testing specifications, Excise Tax-free, Permit for use required"
"26060","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 40 (40-2), contains 0.14 % (v/v) tert-Butyl alcohol and Brucine sulfate"
"26061","Ethanol","Specially Denatured Alcohol, 190 proof, SDA 40B, contains tert-Butyl alcohol and denatonium benzoate"
"26062","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 40 (40-2), contains 0.14 % (v/v) tert-Butyl alcohol and Brucine sulfate"
"26063","Ethanol","Specially Denatured Alcohol, 200 proof, SDA 40B, contains tert-Butyl alcohol and denatonium benzoate"
"26064","Bucetin","Bucetin"
"26065","Bucetin","1083-57-4"
"26066","Bucetin","Betadid"
"26067","Bucetin","3-Hydroxy-p-butyrophenetidine"
"26068","Bucetin","3-Hydroxy-p-butyrophenetidide"
"26069","Bucetin","N-(4-Ethoxyphenyl)-3-hydroxybutanamide"
"26070","Bucetin","Butanamide, N-(4-ethoxyphenyl)-3-hydroxy-"
"26071","Bucetin","Bucetinum"
"26072","Bucetin","4'-Ethoxy-3-hydroxybutyranilide"
"26073","Bucetin","Bucetine [INN-French]"
"26074","Bucetin","Bucetinum [INN-Latin]"
"26075","Bucetin","p-BUTYROPHENETIDIDE, 3-HYDROXY-"
"26076","Bucetin","Bucetina [INN-Spanish]"
"26077","Bucetin","UNII-PLF54F8S2F"
"26078","Bucetin","Bucetin [INN:BAN:JAN]"
"26079","Bucetin","Butyranilide, 4'-ethoxy-3-hydroxy-"
"26080","Bucetin","3-Hydroxy-4-butyrophenetidide"
"26081","Bucetin","UNII-1Z23WB033I"
"26082","Bucetin","CCRIS 2654"
"26083","Bucetin","Hoe 15239"
"26084","Bucetin","EINECS 214-109-8"
"26085","Bucetin","beta-Hydroxybutyric acid-p-phenetidide"
"26086","Bucetin","BRN 2725755"
"26087","Bucetin","PLF54F8S2F"
"26088","Bucetin","beta-Oxybuttersaeure-p-phenetidid [German]"
"26089","Bucetin","1Z23WB033I"
"26090","Bucetin","NCGC00166139-01"
"26091","Bucetin","DSSTox_CID_721"
"26092","Bucetin","N-[4-(ethyloxy)phenyl]-3-hydroxybutanamide"
"26093","Bucetin","DSSTox_RID_75756"
"26094","Bucetin","DSSTox_GSID_20721"
"26095","Bucetin","Bucetina"
"26096","Bucetin","Bucetine"
"26097","Bucetin","CAS-1083-57-4"
"26098","Bucetin","(+)-Bucetin"
"26099","Bucetin","(-)-Bucetin"
"26100","Bucetin","Bucetin, (+)-"
"26101","Bucetin","Bucetin, (-)-"
"26102","Bucetin","beta-Oxybuttersaeure-p-phenetidid"
"26103","Bucetin","Bucetin (JAN/INN)"
"26104","Bucetin","Bucetin, analytical standard"
"26105","Bucetin","3-hydroxy-p-butyrophenetidid"
"26106","Bucetin","SCHEMBL25373"
"26107","Bucetin","4-13-00-01216 (Beilstein Handbook Reference)"
"26108","Bucetin","MLS004773907"
"26109","Bucetin","Butanamide, N-(4-ethoxyphenyl)-3-hydroxy-, (+)-"
"26110","Bucetin","Butanamide, N-(4-ethoxyphenyl)-3-hydroxy-, (-)-"
"26111","Bucetin","CHEMBL1697856"
"26112","Bucetin","DTXSID6020721"
"26113","Bucetin","CHEBI:31311"
"26114","Bucetin","CTK8B3329"
"26115","Bucetin","LIAWQASKBFCRNR-UHFFFAOYSA-"
"26116","Bucetin","LIAWQASKBFCRNR-UHFFFAOYSA-N"
"26117","Bucetin","HMS3264H19"
"26118","Bucetin","Pharmakon1600-01505772"
"26119","Bucetin",".beta.-Oxybuttersaeure-p-phenetidid"
"26120","Bucetin","BCP10106"
"26121","Bucetin","HY-B0906"
"26122","Bucetin","N-(3-Hydroxybutyryl)-p-phenetidine"
"26123","Bucetin","Tox21_112334"
"26124","Bucetin","Tox21_201816"
"26125","Bucetin","Tox21_302889"
"26126","Bucetin","ANW-42290"
"26127","Bucetin","NSC320045"
"26128","Bucetin","NSC759243"
"26129","Bucetin","s4554"
"26130","Bucetin","SBB058128"
"26131","Bucetin","AKOS024319288"
"26132","Bucetin","Tox21_112334_1"
"26133","Bucetin","CCG-214013"
"26134","Bucetin","DB13278"
"26135","Bucetin","LS-7443"
"26136","Bucetin","MCULE-1354886965"
"26137","Bucetin","NSC-320045"
"26138","Bucetin","NSC-759243"
"26139","Bucetin",".beta.-Hydroxybutyric acid p-phenetidide"
"26140","Bucetin",".beta.-Hydroxybutyric acid-p-phenetidide"
"26141","Bucetin","NCGC00166139-02"
"26142","Bucetin","NCGC00166139-03"
"26143","Bucetin","NCGC00256519-01"
"26144","Bucetin","NCGC00259365-01"
"26145","Bucetin","156674-10-1"
"26146","Bucetin","156674-11-2"
"26147","Bucetin","AK499472"
"26148","Bucetin","SMR001550502"
"26149","Bucetin","N-(4-Ethoxyphenyl)-3-hydroxybutanamide #"
"26150","Bucetin","p-Ethoxy-N-(.beta.-hydroxybutyryl)aniline"
"26151","Bucetin","SBI-0207039.P001"
"26152","Bucetin","ST50410413"
"26153","Bucetin","D01116"
"26154","Bucetin","AB01563248_01"
"26155","Bucetin","SR-01000872775"
"26156","Bucetin","J-002129"
"26157","Bucetin","Q4982520"
"26158","Bucetin","SR-01000872775-1"
"26159","Bucetin","InChI=1/C12H17NO3/c1-3-16-11-6-4-10(5-7-11)13-12(15)8-9(2)14/h4-7,9,14H,3,8H2,1-2H3,(H,13,15)"
"26160","acetamidofluorene","NO_PUBCHEM_ENTRY"
"26161","Ticlopidine","ticlopidine"
"26162","Ticlopidine","55142-85-3"
"26163","Ticlopidine","5-(2-Chlorobenzyl)-4,5,6,7-tetrahydrothieno[3,2-c]pyridine"
"26164","Ticlopidine","Ticlid"
"26165","Ticlopidine","Ticlopidinum"
"26166","Ticlopidine","Ticlopidina"
"26167","Ticlopidine","PCR 5332"
"26168","Ticlopidine","Ticlopidine [INN:BAN]"
"26169","Ticlopidine","Ticlopidinum [INN-Latin]"
"26170","Ticlopidine","Ticlopidina [INN-Spanish]"
"26171","Ticlopidine","UNII-OM90ZUW7M1"
"26172","Ticlopidine","EINECS 259-498-5"
"26173","Ticlopidine","C14H14ClNS"
"26174","Ticlopidine","5-((2-Chlorophenyl)methyl)-4,5,6,7-tetrahydrothieno(3,2-c)pyridine"
"26175","Ticlopidine","5-[(2-chlorophenyl)methyl]-4,5,6,7-tetrahydrothieno[3,2-c]pyridine"
"26176","Ticlopidine","BRN 1216802"
"26177","Ticlopidine","OM90ZUW7M1"
"26178","Ticlopidine","CHEBI:9588"
"26179","Ticlopidine","5-[(2-chlorophenyl)methyl]-4H,5H,6H,7H-thieno[3,2-c]pyridine"
"26180","Ticlopidine","PHWBOXQYWZNQIN-UHFFFAOYSA-N"
"26181","Ticlopidine","Ticlopidine-d4"
"26182","Ticlopidine","Thieno(3,2-c)pyridine, 4,5,6,7-tetrahydro-5-((2-chlorophenyl)methyl)-"
"26183","Ticlopidine","NCGC00016872-06"
"26184","Ticlopidine","DSSTox_CID_3669"
"26185","Ticlopidine","Thieno[3,2-c]pyridine, 5-[(2-chlorophenyl)methyl]-4,5,6,7-tetrahydro-"
"26186","Ticlopidine","DSSTox_RID_77136"
"26187","Ticlopidine","DSSTox_GSID_23669"
"26188","Ticlopidine","62019-75-4"
"26189","Ticlopidine","Thieno(3,2-c)pyridine, 5-((2-chlorophenyl)methyl)-4,5,6,7-tetrahydro-"
"26190","Ticlopidine","SMR000641861"
"26191","Ticlopidine","Ticlopidine (INN)"
"26192","Ticlopidine","CAS-55142-85-3"
"26193","Ticlopidine","Ticlopidin-Puren (TN)"
"26194","Ticlopidine","5-[(2-chlorophenyl)methyl]-6,7-dihydro-4H-thieno[3,2-c]pyridine"
"26195","Ticlopidine","1246817-49-1"
"26196","Ticlopidine","Prestwick0_000047"
"26197","Ticlopidine","Prestwick1_000047"
"26198","Ticlopidine","Prestwick2_000047"
"26199","Ticlopidine","Prestwick3_000047"
"26200","Ticlopidine","CHEMBL833"
"26201","Ticlopidine","SCHEMBL4204"
"26202","Ticlopidine","BIDD:PXR0169"
"26203","Ticlopidine","BSPBio_000173"
"26204","Ticlopidine","MLS001201825"
"26205","Ticlopidine","MLS006011439"
"26206","Ticlopidine","SPBio_002094"
"26207","Ticlopidine","BPBio1_000191"
"26208","Ticlopidine","GTPL7307"
"26209","Ticlopidine","DTXSID5023669"
"26210","Ticlopidine","BDBM85509"
"26211","Ticlopidine","HMS2089I18"
"26212","Ticlopidine","HMS2962E14"
"26213","Ticlopidine","BCP25528"
"26214","Ticlopidine","KS-00000H6C"
"26215","Ticlopidine","NSC_5472"
"26216","Ticlopidine","Tox21_110658"
"26217","Ticlopidine","BBL028843"
"26218","Ticlopidine","STK589340"
"26219","Ticlopidine","ZINC19594599"
"26220","Ticlopidine","AKOS005511613"
"26221","Ticlopidine","Tox21_110658_1"
"26222","Ticlopidine","DB00208"
"26223","Ticlopidine","DS-6623"
"26224","Ticlopidine","MCULE-3971692083"
"26225","Ticlopidine","NCGC00016872-01"
"26226","Ticlopidine","NCGC00016872-02"
"26227","Ticlopidine","NCGC00016872-03"
"26228","Ticlopidine","NCGC00016872-04"
"26229","Ticlopidine","NCGC00016872-05"
"26230","Ticlopidine","NCGC00016872-07"
"26231","Ticlopidine","NCGC00016872-09"
"26232","Ticlopidine","NCGC00016872-10"
"26233","Ticlopidine","NCGC00016872-12"
"26234","Ticlopidine","NCGC00024361-04"
"26235","Ticlopidine","AC-15204"
"26236","Ticlopidine","AK122369"
"26237","Ticlopidine","SBI-0206813.P001"
"26238","Ticlopidine","CAS-53885-35-1"
"26239","Ticlopidine","CAS_55142-85-3"
"26240","Ticlopidine","LS-152434"
"26241","Ticlopidine","UNM-0000345023"
"26242","Ticlopidine","FT-0619727"
"26243","Ticlopidine","H2847"
"26244","Ticlopidine","ST51015152"
"26245","Ticlopidine","C07140"
"26246","Ticlopidine","D08594"
"26247","Ticlopidine","142T853"
"26248","Ticlopidine","L001108"
"26249","Ticlopidine","Q420571"
"26250","Ticlopidine","BRD-K00603606-003-03-4"
"26251","Ticlopidine","BRD-K00603606-003-13-3"
"26252","Ticlopidine","Z231745614"
"26253","Ticlopidine","5-(2-chlorobenzyl)-6,7-dihydro-4H-thieno[3,2-c]pyridine"
"26254","Ticlopidine","5-(2-chlorobenzyl)-4,5,6,7tetrahydrothieno[3,2-c]pyridine"
"26255","Ticlopidine","5-(O-Chlorobenzyl)-4,5,6,7-tetrahydrothieno-[3,2-c]pyridine"
